seed,r,epsilon,low_steps,high_steps,observed_cost,candidate_sources
13,0.15,0.001,249,6,43.35,previous_experiment_grid;previous_online_switch_budget
13,0.15,0.0001,249,11,48.35,previous_experiment_grid;previous_online_switch_budget
13,0.15,1e-05,249,19,56.35,previous_experiment_grid;previous_online_switch_budget
13,0.15,0.001,256,6,44.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,256,11,49.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,256,19,57.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,263,6,45.449999999999996,legacy_budget;previous_experiment_grid
13,0.15,0.0001,263,11,50.449999999999996,legacy_budget;previous_experiment_grid
13,0.15,1e-05,263,19,58.449999999999996,legacy_budget;previous_experiment_grid
13,0.15,0.001,264,6,45.6,legacy_budget;previous_experiment_grid
13,0.15,0.0001,264,11,50.6,legacy_budget;previous_experiment_grid
13,0.15,1e-05,264,19,58.6,legacy_budget;previous_experiment_grid
13,0.15,0.001,277,6,47.55,previous_experiment_grid;initial_certificate_budget
13,0.15,0.0001,277,11,52.55,previous_experiment_grid;initial_certificate_budget
13,0.15,1e-05,277,19,60.55,previous_experiment_grid;initial_certificate_budget
13,0.15,0.001,290,6,49.5,previous_experiment_grid;previous_online_switch_budget
13,0.15,0.0001,290,11,54.5,previous_experiment_grid;previous_online_switch_budget
13,0.15,1e-05,290,19,62.5,previous_experiment_grid;previous_online_switch_budget
13,0.15,0.001,492,6,79.8,previous_experiment_grid;initial_certificate_budget
13,0.15,0.0001,492,11,84.8,previous_experiment_grid;initial_certificate_budget
13,0.15,1e-05,492,19,92.8,previous_experiment_grid;initial_certificate_budget
13,0.15,0.001,512,6,82.8,power_of_two;previous_experiment_grid
13,0.15,0.0001,512,11,87.8,power_of_two;previous_experiment_grid
13,0.15,1e-05,512,19,95.8,power_of_two;previous_experiment_grid
13,0.15,0.001,875,6,137.25,previous_experiment_grid;initial_certificate_budget
13,0.15,0.0001,875,11,142.25,previous_experiment_grid;initial_certificate_budget
13,0.15,1e-05,875,19,150.25,previous_experiment_grid;initial_certificate_budget
13,0.25,0.001,0,18,18.0,direct;legacy_budget;previous_experiment_grid
13,0.25,0.0001,0,36,36.0,direct;legacy_budget;previous_experiment_grid
13,0.25,1e-05,0,42,42.0,direct;legacy_budget;previous_experiment_grid
13,0.25,0.001,1,18,18.25,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.0001,1,35,35.25,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,1e-05,1,42,42.25,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.001,2,17,17.5,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.0001,2,23,23.5,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,1e-05,2,42,42.5,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.001,4,17,18.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.0001,4,22,23.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,1e-05,4,42,43.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.001,8,15,17.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.0001,8,20,22.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,1e-05,8,41,43.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.001,15,8,11.75,legacy_budget;previous_experiment_grid
13,0.25,0.0001,15,17,20.75,legacy_budget;previous_experiment_grid
13,0.25,1e-05,15,22,25.75,legacy_budget;previous_experiment_grid
13,0.25,0.001,16,7,11.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.0001,16,16,20.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,1e-05,16,21,25.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.001,17,6,10.25,legacy_budget;previous_experiment_grid
13,0.25,0.0001,17,15,19.25,legacy_budget;previous_experiment_grid
13,0.25,1e-05,17,21,25.25,legacy_budget;previous_experiment_grid
13,0.25,0.001,18,6,10.5,cost_comparison_switch_budget
13,0.25,0.0001,18,13,17.5,cost_comparison_switch_budget
13,0.25,1e-05,18,21,25.5,cost_comparison_switch_budget
13,0.25,0.001,29,4,11.25,local_refinement
13,0.25,0.0001,29,10,17.25,local_refinement
13,0.25,1e-05,29,19,26.25,local_refinement
13,0.25,0.001,30,4,11.5,previous_experiment_grid
13,0.25,0.0001,30,10,17.5,previous_experiment_grid
13,0.25,1e-05,30,19,26.5,previous_experiment_grid
13,0.25,0.001,31,4,11.75,legacy_budget;previous_experiment_grid;local_refinement
13,0.25,0.0001,31,11,18.75,legacy_budget;previous_experiment_grid;local_refinement
13,0.25,1e-05,31,19,26.75,legacy_budget;previous_experiment_grid;local_refinement
13,0.25,0.001,32,4,12.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.0001,32,11,19.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,1e-05,32,19,27.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.001,33,4,12.25,legacy_budget;previous_experiment_grid
13,0.25,0.0001,33,11,19.25,legacy_budget;previous_experiment_grid
13,0.25,1e-05,33,19,27.25,legacy_budget;previous_experiment_grid
13,0.25,0.001,36,4,13.0,cost_comparison_switch_budget
13,0.25,0.0001,36,10,19.0,cost_comparison_switch_budget
13,0.25,1e-05,36,18,27.0,cost_comparison_switch_budget
13,0.25,0.001,42,4,14.5,local_refinement
13,0.25,0.0001,42,9,19.5,local_refinement
13,0.25,1e-05,42,14,24.5,local_refinement
13,0.25,0.001,43,4,14.75,cost_comparison_switch_budget
13,0.25,0.0001,43,9,19.75,cost_comparison_switch_budget
13,0.25,1e-05,43,14,24.75,cost_comparison_switch_budget
13,0.25,0.001,44,4,15.0,local_refinement
13,0.25,0.0001,44,9,20.0,local_refinement
13,0.25,1e-05,44,13,24.0,local_refinement
13,0.25,0.001,63,4,19.75,previous_experiment_grid
13,0.25,0.0001,63,9,24.75,previous_experiment_grid
13,0.25,1e-05,63,13,28.75,previous_experiment_grid
13,0.25,0.001,64,4,20.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.0001,64,9,25.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,1e-05,64,13,29.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.001,65,4,20.25,legacy_budget;previous_experiment_grid
13,0.25,0.0001,65,9,25.25,legacy_budget;previous_experiment_grid
13,0.25,1e-05,65,13,29.25,legacy_budget;previous_experiment_grid
13,0.25,0.001,114,4,32.5,legacy_budget;previous_experiment_grid
13,0.25,0.0001,114,9,37.5,legacy_budget;previous_experiment_grid
13,0.25,1e-05,114,13,41.5,legacy_budget;previous_experiment_grid
13,0.25,0.001,115,4,32.75,legacy_budget;previous_experiment_grid
13,0.25,0.0001,115,9,37.75,legacy_budget;previous_experiment_grid
13,0.25,1e-05,115,13,41.75,legacy_budget;previous_experiment_grid
13,0.25,0.001,128,4,36.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.0001,128,9,41.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,1e-05,128,13,45.0,power_of_two;legacy_budget;previous_experiment_grid
13,0.25,0.001,187,4,50.75,previous_experiment_grid;previous_online_switch_budget
13,0.25,0.0001,187,9,55.75,previous_experiment_grid;previous_online_switch_budget
13,0.25,1e-05,187,13,59.75,previous_experiment_grid;previous_online_switch_budget
13,0.25,0.001,203,4,54.75,legacy_budget;previous_experiment_grid
13,0.25,0.0001,203,9,59.75,legacy_budget;previous_experiment_grid
13,0.25,1e-05,203,13,63.75,legacy_budget;previous_experiment_grid
13,0.25,0.001,204,4,55.0,legacy_budget;previous_experiment_grid
13,0.25,0.0001,204,9,60.0,legacy_budget;previous_experiment_grid
13,0.25,1e-05,204,13,64.0,legacy_budget;previous_experiment_grid
13,0.25,0.001,208,4,56.0,previous_experiment_grid;previous_online_switch_budget
13,0.25,0.0001,208,9,61.0,previous_experiment_grid;previous_online_switch_budget
13,0.25,1e-05,208,13,65.0,previous_experiment_grid;previous_online_switch_budget
13,0.25,0.001,217,4,58.25,previous_experiment_grid;initial_certificate_budget
13,0.25,0.0001,217,9,63.25,previous_experiment_grid;initial_certificate_budget
13,0.25,1e-05,217,13,67.25,previous_experiment_grid;initial_certificate_budget
13,0.25,0.001,249,4,66.25,previous_experiment_grid;previous_online_switch_budget
13,0.25,0.0001,249,9,71.25,previous_experiment_grid;previous_online_switch_budget
13,0.25,1e-05,249,13,75.25,previous_experiment_grid;previous_online_switch_budget
13,0.25,0.001,256,4,68.0,power_of_two;previous_experiment_grid
13,0.25,0.0001,256,9,73.0,power_of_two;previous_experiment_grid
13,0.25,1e-05,256,13,77.0,power_of_two;previous_experiment_grid
13,0.25,0.001,385,4,100.25,previous_experiment_grid;initial_certificate_budget
13,0.25,0.0001,385,9,105.25,previous_experiment_grid;initial_certificate_budget
13,0.25,1e-05,385,13,109.25,previous_experiment_grid;initial_certificate_budget
13,0.25,0.001,684,4,175.0,previous_experiment_grid;initial_certificate_budget
13,0.25,0.0001,684,9,180.0,previous_experiment_grid;initial_certificate_budget
13,0.25,1e-05,684,13,184.0,previous_experiment_grid;initial_certificate_budget
